O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
25-1032.00,"Engineering Teachers, Postsecondary",5756,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",Core,Aug-19,4,4,4.28,95.22,119340,39910,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1032.00,"Engineering Teachers, Postsecondary",5762,"Initiate, facilitate, and moderate class discussions.",Core,Aug-19,4,4,4.1,95.11,119340,39910,['Training and Teaching Others'],['4.A.4.b.3']
25-1032.00,"Engineering Teachers, Postsecondary",5759,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,3,3,3.96,95.22,119340,39910,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1032.00,"Engineering Teachers, Postsecondary",5766,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,4,4,3.81,95.22,119340,39910,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1032.00,"Engineering Teachers, Postsecondary",21112,Review manuscripts for professional journals.,Supplemental,Aug-19,3,3,2.92,90.88,119340,39910,"['Evaluating Information to Determine Compliance with Standards', 'Making Decisions and Solving Problems']","['4.A.2.a.3', '4.A.2.b.1']"
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5859,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,5,5,4.43,95.75,112950,11480,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5851,"Evaluate and grade students' class work, assignments, and papers.",Core,Aug-19,4,4,4.23,98.85,112950,11480,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5854,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,3,3,4.22,97.43,112950,11480,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5855,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,Aug-19,5,5,4.16,100,112950,11480,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']","['4.A.2.a.1', '4.A.2.b.2']"
25-1053.00,"Environmental Science Teachers, Postsecondary",5895,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",Core,Aug-19,4,4,4.51,98.36,100360,7130,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1053.00,"Environmental Science Teachers, Postsecondary",5898,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,Aug-19,4,4,4.24,97.84,100360,7130,['Documenting/Recording Information'],['4.A.3.b.6']
25-1053.00,"Environmental Science Teachers, Postsecondary",5893,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,Aug-19,4,4,4.04,85.82,100360,7130,"['Updating and Using Relevant Knowledge', 'Documenting/Recording Information']","['4.A.2.b.3', '4.A.3.b.6']"
25-1053.00,"Environmental Science Teachers, Postsecondary",5904,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,4,4,3.96,98.37,100360,7130,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1053.00,"Environmental Science Teachers, Postsecondary",5901,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,3,3,3.93,98.16,100360,7130,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1054.00,"Physics Teachers, Postsecondary",5915,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",Core,Aug-19,4,4,4.59,99.57,105460,13590,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1054.00,"Physics Teachers, Postsecondary",5920,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,Aug-19,4,4,4.47,100,105460,13590,['Documenting/Recording Information'],['4.A.3.b.6']
25-1054.00,"Physics Teachers, Postsecondary",5917,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,3,3,4.39,100,105460,13590,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1054.00,"Physics Teachers, Postsecondary",5921,Maintain regularly scheduled office hours to advise and assist students.,Core,Aug-19,4,4,4.19,99.41,105460,13590,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1054.00,"Physics Teachers, Postsecondary",5918,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,4,4,4.12,100,105460,13590,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1054.00,"Physics Teachers, Postsecondary",5929,Collaborate with colleagues to address teaching and research issues.,Core,Aug-19,4,4,4.01,99.69,105460,13590,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
25-1054.00,"Physics Teachers, Postsecondary",5927,Advise students on academic and vocational curricula and on career issues.,Core,Aug-19,3,3,3.68,94.41,105460,13590,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1063.00,"Economics Teachers, Postsecondary",5985,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,Aug-19,4,4,4.45,95.81,133140,12420,['Documenting/Recording Information'],['4.A.3.b.6']
25-1063.00,"Economics Teachers, Postsecondary",5994,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,Aug-19,5,5,4.41,89.66,133140,12420,"['Updating and Using Relevant Knowledge', 'Documenting/Recording Information']","['4.A.2.b.3', '4.A.3.b.6']"
25-1063.00,"Economics Teachers, Postsecondary",5986,"Evaluate and grade students' class work, assignments, and papers.",Core,Aug-19,4,4,4.2,95.62,133140,12420,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1063.00,"Economics Teachers, Postsecondary",5987,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,3,3,3.99,95.81,133140,12420,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1063.00,"Economics Teachers, Postsecondary",5989,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,4,4,3.97,93.51,133140,12420,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1063.00,"Economics Teachers, Postsecondary",5991,Maintain regularly scheduled office hours to advise and assist students.,Core,Aug-19,4,4,3.67,100,133140,12420,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1063.00,"Economics Teachers, Postsecondary",5998,Collaborate with colleagues to address teaching and research issues.,Core,Aug-19,4,4,3.58,99.59,133140,12420,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
25-1064.00,"Geography Teachers, Postsecondary",6011,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,Aug-19,5,5,4.55,100,99020,3290,['Documenting/Recording Information'],['4.A.3.b.6']
25-1064.00,"Geography Teachers, Postsecondary",6007,"Evaluate and grade students' class work, assignments, and papers.",Core,Aug-19,4,4,4.34,100,99020,3290,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1064.00,"Geography Teachers, Postsecondary",6008,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,4,4,4.34,100,99020,3290,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1064.00,"Geography Teachers, Postsecondary",6010,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,5,5,4.16,100,99020,3290,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1064.00,"Geography Teachers, Postsecondary",6014,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",Core,Aug-19,4,4,3.99,100,99020,3290,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']","['4.A.2.a.1', '4.A.2.b.2']"
25-1064.00,"Geography Teachers, Postsecondary",6015,Maintain regularly scheduled office hours to advise and assist students.,Core,Aug-19,4,4,3.9,99.68,99020,3290,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1064.00,"Geography Teachers, Postsecondary",6018,Collaborate with colleagues to address teaching and research issues.,Core,Aug-19,3,3,3.44,99.27,99020,3290,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
25-1065.00,"Political Science Teachers, Postsecondary",6033,"Evaluate and grade students' class work, assignments, and papers.",Core,Aug-19,3,3,4.63,100,105160,17170,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1065.00,"Political Science Teachers, Postsecondary",6037,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",Core,Aug-19,4,4,4.42,100,105160,17170,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']","['4.A.2.a.1', '4.A.2.b.2']"
25-1065.00,"Political Science Teachers, Postsecondary",6042,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,Aug-19,4,4,4.4,88.8,105160,17170,"['Updating and Using Relevant Knowledge', 'Documenting/Recording Information']","['4.A.2.b.3', '4.A.3.b.6']"
25-1065.00,"Political Science Teachers, Postsecondary",6034,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,3,3,4.36,100,105160,17170,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1065.00,"Political Science Teachers, Postsecondary",6038,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,4,4,4.23,99.92,105160,17170,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1065.00,"Political Science Teachers, Postsecondary",6039,Maintain regularly scheduled office hours to advise and assist students.,Core,Aug-19,4,4,4.08,99.88,105160,17170,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1081.00,"Education Teachers, Postsecondary",6148,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,Aug-19,4,4,4.33,99.89,78500,59090,['Documenting/Recording Information'],['4.A.3.b.6']
25-1081.00,"Education Teachers, Postsecondary",6160,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,Aug-19,5,5,4.32,81.42,78500,59090,"['Updating and Using Relevant Knowledge', 'Documenting/Recording Information']","['4.A.2.b.3', '4.A.3.b.6']"
25-1081.00,"Education Teachers, Postsecondary",6159,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,3,3,4.25,99.69,78500,59090,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1081.00,"Education Teachers, Postsecondary",6151,"Evaluate and grade students' class work, assignments, and papers.",Core,Aug-19,4,4,4.11,99.89,78500,59090,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1081.00,"Education Teachers, Postsecondary",6158,Collaborate with colleagues to address teaching and research issues.,Core,Aug-19,3,3,4.05,99.71,78500,59090,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
25-1081.00,"Education Teachers, Postsecondary",6156,Maintain regularly scheduled office hours to advise and assist students.,Core,Aug-19,4,4,3.85,99.93,78500,59090,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1081.00,"Education Teachers, Postsecondary",6157,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,4,4,3.68,99.93,78500,59090,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1082.00,"Library Science Teachers, Postsecondary",6173,"Evaluate and grade students' class work, assignments, and papers.",Core,Aug-19,4,4,4.68,89.69,84320,4100,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1082.00,"Library Science Teachers, Postsecondary",6181,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,3,3,4.23,72.91,84320,4100,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1082.00,"Library Science Teachers, Postsecondary",6178,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,4,4,4.2,85.86,84320,4100,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1082.00,"Library Science Teachers, Postsecondary",6183,Maintain regularly scheduled office hours to advise and assist students.,Core,Aug-19,4,4,3.74,88.83,84320,4100,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1112.00,"Law Teachers, Postsecondary",6227,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,4,4,4.29,99.78,139950,22800,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1112.00,"Law Teachers, Postsecondary",6222,Maintain regularly scheduled office hours to advise and assist students.,Core,Aug-19,4,4,4,91.64,139950,22800,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1112.00,"Law Teachers, Postsecondary",6235,Assign cases for students to hear and try.,Core,Aug-19,4,4,3.88,69.99,139950,22800,['Thinking Creatively'],['4.A.2.b.2']
